date,MAS,MAS_EPS,PE Ratio
1998-08-04,25.87,,
1998-08-05,25.32,,
1998-08-06,25.59,,
1998-08-07,25.37,,
1998-08-10,25.04,,
1998-08-11,25.15,,
1998-08-12,25.59,,
1998-08-13,25.76,,
1998-08-14,24.33,,
1998-08-17,24.71,,
1998-08-18,25.15,,
1998-08-19,24.93,,
1998-08-20,24.55,,
1998-08-21,25.04,,
1998-08-24,25.04,,
1998-08-25,26.31,,
1998-08-26,25.26,,
1998-08-27,24.0,,
1998-08-28,22.68,,
1998-08-31,20.21,,
1998-09-01,20.43,,
1998-09-02,20.98,,
1998-09-03,20.27,,
1998-09-04,20.82,,
1998-09-08,21.14,,
1998-09-09,21.36,,
1998-09-10,21.31,,
1998-09-11,21.97,,
1998-09-14,22.85,,
1998-09-15,22.63,,
1998-09-16,22.63,,
1998-09-17,22.85,,
1998-09-18,22.19,,
1998-09-21,22.35,,
1998-09-22,22.08,,
1998-09-23,22.52,,
1998-09-24,22.24,,
1998-09-25,23.4,,
1998-09-28,23.56,,
1998-09-29,23.12,,
1998-09-30,21.75,,
1998-10-01,19.88,,
1998-10-02,20.32,,
1998-10-05,19.99,,
1998-10-06,19.72,,
1998-10-07,19.39,,
1998-10-08,18.89,,
1998-10-09,18.56,,
1998-10-12,19.28,,
1998-10-13,19.33,,
1998-10-14,19.5,,
1998-10-15,20.43,,
1998-10-16,21.86,,
1998-10-19,23.12,,
1998-10-20,24.71,,
1998-10-21,23.67,,
1998-10-22,24.06,,
1998-10-23,23.95,,
1998-10-26,24.38,,
1998-10-27,24.28,,
1998-10-28,23.84,,
1998-10-29,24.55,,
1998-10-30,24.77,,
1998-11-02,25.65,,
1998-11-03,24.99,,
1998-11-04,25.7,,
1998-11-05,26.31,,
1998-11-06,26.91,,
1998-11-09,26.53,,
1998-11-10,24.99,,
1998-11-11,24.66,,
1998-11-12,25.37,,
1998-11-13,25.1,,
1998-11-16,25.76,,
1998-11-17,25.81,,
1998-11-18,25.21,,
1998-11-19,25.48,,
1998-11-20,25.98,,
1998-11-23,26.69,,
1998-11-24,26.36,,
1998-11-25,26.03,,
1998-11-27,26.25,,
1998-11-30,25.37,,
1998-12-01,25.21,,
1998-12-02,25.04,,
1998-12-03,24.28,,
1998-12-04,24.49,,
1998-12-07,24.55,,
1998-12-08,24.66,,
1998-12-09,24.6,,
1998-12-10,24.38,,
1998-12-11,24.11,,
1998-12-14,23.56,,
1998-12-15,23.29,,
1998-12-16,23.89,,
1998-12-17,23.78,,
1998-12-18,23.51,,
1998-12-21,23.67,,
1998-12-22,24.93,,
1998-12-23,25.43,,
1998-12-24,25.32,,
1998-12-28,25.43,,
1998-12-29,25.7,,
1998-12-30,25.87,,
1998-12-31,25.26,,
1999-01-04,24.77,,
1999-01-05,24.93,,
1999-01-06,25.21,,
1999-01-07,25.1,,
1999-01-08,26.14,,
1999-01-11,26.2,,
1999-01-12,26.03,,
1999-01-13,25.48,,
1999-01-14,24.17,,
1999-01-15,25.26,,
1999-01-19,24.88,,
1999-01-20,25.1,,
1999-01-21,25.65,,
1999-01-22,26.42,,
1999-01-25,26.14,,
1999-01-26,26.75,,
1999-01-27,27.02,,
1999-01-28,27.74,,
1999-01-29,28.34,,
1999-02-01,27.79,,
1999-02-02,28.34,,
1999-02-03,28.23,,
1999-02-04,27.9,,
1999-02-05,27.74,,
1999-02-08,27.02,,
1999-02-09,26.2,,
1999-02-10,25.81,,
1999-02-11,26.8,,
1999-02-12,26.97,,
1999-02-16,26.91,,
1999-02-17,25.37,,
1999-02-18,24.82,,
1999-02-19,25.7,,
1999-02-22,26.25,,
1999-02-23,25.81,,
1999-02-24,24.88,,
1999-02-25,23.95,,
1999-02-26,23.07,,
1999-03-01,23.45,,
1999-03-02,23.89,,
1999-03-03,23.51,,
1999-03-04,23.56,,
1999-03-05,23.95,,
1999-03-08,23.56,,
1999-03-09,23.29,,
1999-03-10,22.74,,
1999-03-11,23.18,,
1999-03-12,22.74,,
1999-03-15,22.79,,
1999-03-16,22.52,,
1999-03-17,22.46,,
1999-03-18,23.12,,
1999-03-19,24.0,,
1999-03-22,23.84,,
1999-03-23,23.29,,
1999-03-24,23.4,,
1999-03-25,23.95,,
1999-03-26,24.17,,
1999-03-29,24.66,,
1999-03-30,25.04,,
1999-03-31,24.82,,
1999-04-01,24.33,,
1999-04-05,25.04,,
1999-04-06,23.73,,
1999-04-07,23.62,,
1999-04-08,23.78,,
1999-04-09,23.29,,
1999-04-12,24.17,,
1999-04-13,24.06,,
1999-04-14,24.93,,
1999-04-15,27.46,,
1999-04-16,26.8,,
1999-04-19,28.12,,
1999-04-20,26.69,,
1999-04-21,26.91,,
1999-04-22,25.87,,
1999-04-23,25.04,,
1999-04-26,24.99,,
1999-04-27,25.76,,
1999-04-28,26.14,,
1999-04-29,26.36,,
1999-04-30,25.81,,
1999-05-03,27.24,,
1999-05-04,27.02,,
1999-05-05,27.74,,
1999-05-06,27.9,,
1999-05-07,28.23,,
1999-05-10,28.12,,
1999-05-11,28.23,,
1999-05-12,27.79,,
1999-05-13,27.63,,
1999-05-14,26.86,,
1999-05-17,25.37,,
1999-05-18,24.77,,
1999-05-19,25.37,,
1999-05-20,25.76,,
1999-05-21,25.54,,
1999-05-24,25.76,,
1999-05-25,25.65,,
1999-05-26,25.59,,
1999-05-27,24.44,,
1999-05-28,25.1,,
1999-06-01,25.87,,
1999-06-02,26.47,,
1999-06-03,26.03,,
1999-06-04,26.64,,
1999-06-07,27.24,,
1999-06-08,27.3,,
1999-06-09,27.35,,
1999-06-10,26.64,,
1999-06-11,26.91,,
1999-06-14,26.8,,
1999-06-15,25.48,,
1999-06-16,26.09,,
1999-06-17,26.36,,
1999-06-18,25.21,,
1999-06-21,25.43,,
1999-06-22,25.43,,
1999-06-23,25.37,,
1999-06-24,24.77,,
1999-06-25,24.6,,
1999-06-28,24.55,,
1999-06-29,24.71,,
1999-06-30,25.37,,
1999-07-01,26.42,,
1999-07-02,26.36,,
1999-07-06,26.25,,
1999-07-07,26.25,,
1999-07-08,25.87,,
1999-07-09,25.59,,
1999-07-12,25.15,,
1999-07-13,25.21,,
1999-07-14,25.98,,
1999-07-15,25.59,,
1999-07-16,26.36,,
1999-07-19,27.08,,
1999-07-20,26.69,,
1999-07-21,26.75,,
1999-07-22,26.58,,
1999-07-23,27.13,,
1999-07-26,26.91,,
1999-07-27,27.19,,
1999-07-28,27.68,,
1999-07-29,27.35,,
1999-07-30,26.14,,
1999-08-02,26.31,,
1999-08-03,25.81,,
1999-08-04,26.14,,
1999-08-05,26.25,,
1999-08-06,26.03,,
1999-08-09,25.87,,
1999-08-10,25.43,,
1999-08-11,25.48,,
1999-08-12,25.26,,
1999-08-13,25.81,,
1999-08-16,25.81,,
1999-08-17,25.65,,
1999-08-18,25.48,,
1999-08-19,25.59,,
1999-08-20,25.15,,
1999-08-23,25.81,,
1999-08-24,25.98,,
1999-08-25,26.36,,
1999-08-26,25.98,,
1999-08-27,25.81,,
1999-08-30,25.43,,
1999-08-31,24.88,,
1999-09-01,25.54,,
1999-09-02,27.24,,
1999-09-03,28.5,,
1999-09-07,28.06,,
1999-09-08,28.06,,
1999-09-09,27.63,,
1999-09-10,27.9,,
1999-09-13,29.44,,
1999-09-14,29.38,,
1999-09-15,29.22,,
1999-09-16,28.28,,
1999-09-17,28.23,,
1999-09-20,28.61,,
1999-09-21,27.95,,
1999-09-22,28.23,,
1999-09-23,28.06,,
1999-09-24,26.86,,
1999-09-27,26.64,,
1999-09-28,26.14,,
1999-09-29,25.76,,
1999-09-30,27.24,,
1999-10-01,27.41,,
1999-10-04,27.74,,
1999-10-05,26.03,,
1999-10-06,26.25,,
1999-10-07,26.36,,
1999-10-08,26.36,,
1999-10-11,27.13,,
1999-10-12,26.36,,
1999-10-13,25.54,,
1999-10-14,25.59,,
1999-10-15,25.7,,
1999-10-18,25.15,,
1999-10-19,25.04,,
1999-10-20,25.21,,
1999-10-21,24.93,,
1999-10-22,25.26,,
1999-10-25,24.71,,
1999-10-26,24.11,,
1999-10-27,24.38,,
1999-10-28,25.92,,
1999-10-29,26.8,,
1999-11-01,26.31,,
1999-11-02,26.64,,
1999-11-03,27.08,,
1999-11-04,25.98,,
1999-11-05,26.09,,
1999-11-08,26.25,,
1999-11-09,25.92,,
1999-11-10,25.98,,
1999-11-11,26.25,,
1999-11-12,25.81,,
1999-11-15,25.43,,
1999-11-16,25.76,,
1999-11-17,25.26,,
1999-11-18,24.93,,
1999-11-19,23.78,,
1999-11-22,23.73,,
1999-11-23,23.45,,
1999-11-24,22.74,,
1999-11-26,22.63,,
1999-11-29,22.85,,
1999-11-30,22.3,,
1999-12-01,21.47,,
1999-12-02,21.53,,
1999-12-03,21.75,,
1999-12-06,21.14,,
1999-12-07,20.92,,
1999-12-08,20.21,,
1999-12-09,20.21,,
1999-12-10,20.76,,
1999-12-13,20.87,,
1999-12-14,21.2,,
1999-12-15,21.97,,
1999-12-16,22.02,,
1999-12-17,22.96,,
1999-12-20,21.64,,
1999-12-21,21.14,,
1999-12-22,20.87,,
1999-12-23,21.64,,
1999-12-27,21.69,,
1999-12-28,21.2,,
1999-12-29,22.02,,
1999-12-30,22.63,,
1999-12-31,22.3,,
2000-01-03,22.13,,
2000-01-04,21.58,,
2000-01-05,20.6,,
2000-01-06,20.82,,
2000-01-07,21.58,,
2000-01-10,20.98,,
2000-01-11,20.54,,
2000-01-12,20.21,,
2000-01-13,20.16,,
2000-01-14,20.32,,
2000-01-18,20.43,,
2000-01-19,20.6,,
2000-01-20,19.88,,
2000-01-21,19.83,,
2000-01-24,17.52,,
2000-01-25,17.25,,
2000-01-26,17.3,,
2000-01-27,18.07,,
2000-01-28,17.25,,
2000-01-31,17.52,,
2000-02-01,17.79,,
2000-02-02,17.57,,
2000-02-03,16.92,,
2000-02-04,16.26,,
2000-02-07,16.48,,
2000-02-08,16.09,,
2000-02-09,15.71,,
2000-02-10,15.21,,
2000-02-11,15.16,,
2000-02-14,16.37,,
2000-02-15,17.25,,
2000-02-16,17.57,,
2000-02-17,18.18,,
2000-02-18,17.41,,
2000-02-22,16.64,,
2000-02-23,16.48,,
2000-02-24,16.42,,
2000-02-25,16.2,,
2000-02-28,15.87,,
2000-02-29,15.71,,
2000-03-01,15.98,,
2000-03-02,15.93,,
2000-03-03,15.49,,
2000-03-06,15.32,,
2000-03-07,15.93,,
2000-03-08,16.7,,
2000-03-09,16.04,,
2000-03-10,16.15,,
2000-03-13,16.59,,
2000-03-14,16.26,,
2000-03-15,16.97,,
2000-03-16,19.0,,
2000-03-17,19.33,,
2000-03-20,19.72,,
2000-03-21,19.61,,
2000-03-22,19.11,,
2000-03-23,19.99,,
2000-03-24,20.38,,
2000-03-27,19.8,,
2000-03-28,19.33,,
2000-03-29,19.06,,
2000-03-30,19.11,,
2000-03-31,18.01,,
2000-04-03,19.77,,
2000-04-04,19.33,,
2000-04-05,19.66,,
2000-04-06,19.33,,
2000-04-07,19.17,,
2000-04-10,19.0,,
2000-04-11,20.05,,
2000-04-12,21.64,,
2000-04-13,21.25,,
2000-04-14,20.6,,
2000-04-17,19.99,,
2000-04-18,19.55,,
2000-04-19,19.83,,
2000-04-20,19.66,,
2000-04-24,19.72,,
2000-04-25,19.33,,
2000-04-26,19.77,,
2000-04-27,20.16,,
2000-04-28,19.72,,
2000-05-01,19.88,,
2000-05-02,19.99,,
2000-05-03,18.85,,
2000-05-04,18.18,,
2000-05-05,18.73,,
2000-05-08,18.18,,
2000-05-09,18.45,,
2000-05-10,17.9,,
2000-05-11,17.96,,
2000-05-12,17.93,,
2000-05-15,18.07,,
2000-05-16,18.4,,
2000-05-17,18.4,,
2000-05-18,17.63,,
2000-05-19,17.46,,
2000-05-22,17.41,,
2000-05-23,17.74,,
2000-05-24,17.36,,
2000-05-25,17.36,,
2000-05-26,17.03,,
2000-05-30,17.68,,
2000-05-31,17.27,,
2000-06-01,18.12,,
2000-06-02,18.62,,
2000-06-05,18.15,,
2000-06-06,18.01,,
2000-06-07,16.59,,
2000-06-08,16.26,,
2000-06-09,15.82,,
2000-06-12,15.32,,
2000-06-13,15.6,,
2000-06-14,15.6,,
2000-06-15,15.93,,
2000-06-16,16.48,,
2000-06-19,16.28,,
2000-06-20,16.26,,
2000-06-21,16.23,,
2000-06-22,15.9,,
2000-06-23,15.79,,
2000-06-26,15.84,,
2000-06-27,16.72,,
2000-06-28,16.65,,
2000-06-29,16.26,,
2000-06-30,15.87,,
2000-07-03,16.75,,
2000-07-05,17.03,,
2000-07-06,17.46,,
2000-07-07,17.08,,
2000-07-10,16.92,,
2000-07-11,17.03,,
2000-07-12,16.7,,
2000-07-13,16.81,,
2000-07-14,16.37,,
2000-07-17,16.83,,
2000-07-18,17.19,,
2000-07-19,17.36,,
2000-07-20,17.57,,
2000-07-21,17.41,,
2000-07-24,17.63,,
2000-07-25,17.52,,
2000-07-26,17.68,,
2000-07-27,17.68,,
2000-07-28,17.52,,
2000-07-31,17.36,,
2000-08-01,17.79,,
2000-08-02,17.9,,
2000-08-03,17.14,,
2000-08-04,17.19,,
2000-08-07,17.79,,
2000-08-08,19.44,,
2000-08-09,18.29,,
2000-08-10,17.9,,
2000-08-11,19.0,,
2000-08-14,18.45,,
2000-08-15,18.01,,
2000-08-16,17.79,,
2000-08-17,17.63,,
2000-08-18,17.46,,
2000-08-21,17.46,,
2000-08-22,17.46,,
2000-08-23,16.92,,
2000-08-24,16.75,,
2000-08-25,17.08,,
2000-08-28,17.25,,
2000-08-29,16.97,,
2000-08-30,16.86,,
2000-08-31,17.15,,
2000-09-01,17.14,,
2000-09-05,16.92,,
2000-09-06,17.25,,
2000-09-07,16.86,,
2000-09-08,17.14,,
2000-09-11,17.41,,
2000-09-12,16.7,,
2000-09-13,16.75,,
2000-09-14,16.86,,
2000-09-15,17.08,,
2000-09-18,16.31,,
2000-09-19,16.26,,
2000-09-20,16.09,,
2000-09-21,15.76,,
2000-09-22,15.98,,
2000-09-25,16.2,,
2000-09-26,15.71,,
2000-09-27,15.76,,
2000-09-28,16.2,,
2000-09-29,16.37,,
2000-10-02,16.26,,
2000-10-03,16.48,,
2000-10-04,16.48,,
2000-10-05,14.39,,
2000-10-06,14.5,,
2000-10-09,14.72,,
2000-10-10,14.28,,
2000-10-11,14.39,,
2000-10-12,13.89,,
2000-10-13,13.84,,
2000-10-16,13.57,,
2000-10-17,13.18,,
2000-10-18,13.02,,
2000-10-19,13.62,,
2000-10-20,13.79,,
2000-10-23,13.68,,
2000-10-24,14.39,,
2000-10-25,14.33,,
2000-10-26,14.28,,
2000-10-27,14.5,,
2000-10-30,15.65,,
2000-10-31,16.42,,
2000-11-01,16.15,,
2000-11-02,16.09,,
2000-11-03,16.04,,
2000-11-06,16.09,,
2000-11-07,16.04,,
2000-11-08,16.04,,
2000-11-09,15.54,,
2000-11-10,15.49,,
2000-11-13,15.6,,
2000-11-14,15.93,,
2000-11-15,15.93,,
2000-11-16,15.98,,
2000-11-17,16.15,,
2000-11-20,16.2,,
2000-11-21,16.09,,
2000-11-22,16.2,,
2000-11-24,16.48,,
2000-11-27,17.19,,
2000-11-28,16.92,,
2000-11-29,16.64,,
2000-11-30,16.97,,
2000-12-01,17.63,,
2000-12-04,19.06,,
2000-12-05,20.76,,
2000-12-06,19.55,,
2000-12-07,19.33,,
2000-12-08,18.95,,
2000-12-11,18.45,,
2000-12-12,18.34,,
2000-12-13,17.74,,
2000-12-14,17.19,,
2000-12-15,17.19,,
2000-12-18,17.9,,
2000-12-19,17.57,,
2000-12-20,18.62,,
2000-12-21,19.83,,
2000-12-22,21.25,,
2000-12-26,21.97,,
2000-12-27,22.13,,
2000-12-28,22.46,,
2000-12-29,22.57,,
2001-01-02,21.58,,
2001-01-03,21.91,,
2001-01-04,23.12,,
2001-01-05,22.79,,
2001-01-08,19.99,,
2001-01-09,20.54,,
2001-01-10,19.94,,
2001-01-11,20.21,,
2001-01-12,20.49,,
2001-01-16,20.54,,
2001-01-17,20.87,,
2001-01-18,19.99,,
2001-01-19,19.66,,
2001-01-22,19.5,,
2001-01-23,20.49,,
2001-01-24,20.87,,
2001-01-25,20.71,,
2001-01-26,20.49,,
2001-01-29,20.55,,
2001-01-30,20.65,,
2001-01-31,21.09,,
2001-02-01,21.37,,
2001-02-02,21.23,,
2001-02-05,21.31,,
2001-02-06,20.25,,
2001-02-07,20.63,,
2001-02-08,20.47,,
2001-02-09,20.51,,
2001-02-12,20.51,,
2001-02-13,20.89,,
2001-02-14,20.37,,
2001-02-15,20.96,,
2001-02-16,20.26,,
2001-02-20,20.04,,
2001-02-21,19.6,,
2001-02-22,19.56,,
2001-02-23,19.12,,
2001-02-26,20.11,,
2001-02-27,20.41,,
2001-02-28,20.54,,
2001-03-01,20.82,,
2001-03-02,21.05,,
2001-03-05,21.17,,
2001-03-06,20.87,,
2001-03-07,21.03,,
2001-03-08,21.98,,
2001-03-09,21.49,,
2001-03-12,21.07,,
2001-03-13,21.15,,
2001-03-14,20.74,,
2001-03-15,20.43,,
2001-03-16,19.92,,
2001-03-19,20.11,,
2001-03-20,19.51,,
2001-03-21,19.65,,
2001-03-22,19.16,,
2001-03-23,19.72,,
2001-03-26,20.21,,
2001-03-27,19.96,,
2001-03-28,19.96,,
2001-03-29,20.3,,
2001-03-30,21.21,,
2001-04-02,21.27,,
2001-04-03,20.38,,
2001-04-04,20.65,,
2001-04-05,21.07,,
2001-04-06,21.07,,
2001-04-09,21.13,,
2001-04-10,21.1,,
2001-04-11,20.87,,
2001-04-12,21.02,,
2001-04-16,21.09,,
2001-04-17,21.09,,
2001-04-18,21.95,,
2001-04-19,21.44,,
2001-04-20,21.26,,
2001-04-23,21.05,,
2001-04-24,20.91,,
2001-04-25,21.14,,
2001-04-26,20.96,,
2001-04-27,20.88,,
2001-04-30,20.21,,
2001-05-01,20.53,,
2001-05-02,20.69,,
2001-05-03,20.0,,
2001-05-04,20.21,,
2001-05-07,20.28,,
2001-05-08,20.12,,
2001-05-09,19.96,,
2001-05-10,20.34,,
2001-05-11,19.86,,
2001-05-14,19.77,,
2001-05-15,19.6,,
2001-05-16,20.75,,
2001-05-17,21.04,,
2001-05-18,21.12,,
2001-05-21,21.03,,
2001-05-22,20.92,,
2001-05-23,20.57,,
2001-05-24,20.24,,
2001-05-25,20.28,,
2001-05-29,20.42,,
2001-05-30,20.32,,
2001-05-31,20.53,,
2001-06-01,20.12,,
2001-06-04,20.65,,
2001-06-05,21.13,,
2001-06-06,21.23,,
2001-06-07,21.31,,
2001-06-08,21.69,,
2001-06-11,21.7,,
2001-06-12,21.96,,
2001-06-13,21.71,,
2001-06-14,21.62,,
2001-06-15,21.09,,
2001-06-18,21.43,,
2001-06-19,21.62,,
2001-06-20,22.07,,
2001-06-21,21.87,,
2001-06-22,22.21,,
2001-06-25,22.3,,
2001-06-26,22.32,,
2001-06-27,22.22,,
2001-06-28,21.96,,
2001-06-29,21.93,,
2001-07-02,22.41,,
2001-07-03,22.41,,
2001-07-05,22.2,,
2001-07-06,21.84,,
2001-07-09,21.92,,
2001-07-10,21.84,,
2001-07-11,21.78,,
2001-07-12,22.42,,
2001-07-13,21.91,,
2001-07-16,22.14,,
2001-07-17,22.46,,
2001-07-18,22.79,,
2001-07-19,23.14,,
2001-07-20,22.78,,
2001-07-23,22.32,,
2001-07-24,21.61,,
2001-07-25,21.94,,
2001-07-26,22.01,,
2001-07-27,21.96,,
2001-07-30,22.01,,
2001-07-31,22.15,,
2001-08-01,22.28,,
2001-08-02,22.72,,
2001-08-03,23.28,,
2001-08-06,22.65,,
2001-08-07,23.07,,
2001-08-08,22.58,,
2001-08-09,22.57,,
2001-08-10,22.54,,
2001-08-13,22.42,,
2001-08-14,22.46,,
2001-08-15,22.79,,
2001-08-16,22.81,,
2001-08-17,22.64,,
2001-08-20,22.46,,
2001-08-21,22.41,,
2001-08-22,22.5,,
2001-08-23,22.5,,
2001-08-24,22.97,,
2001-08-27,22.84,,
2001-08-28,22.41,,
2001-08-29,22.3,,
2001-08-30,22.43,,
2001-08-31,22.69,,
2001-09-04,22.67,,
2001-09-05,22.36,,
2001-09-06,22.09,,
2001-09-07,21.01,,
2001-09-10,20.06,,
2001-09-17,17.98,,
2001-09-18,17.83,,
2001-09-19,17.19,,
2001-09-20,16.7,,
2001-09-21,15.82,,
2001-09-24,17.4,,
2001-09-25,17.36,,
2001-09-26,17.3,,
2001-09-27,17.17,,
2001-09-28,17.96,,
2001-10-01,17.43,,
2001-10-02,18.27,,
2001-10-03,18.8,,
2001-10-04,18.86,,
2001-10-05,19.15,,
2001-10-08,18.52,,
2001-10-09,18.51,,
2001-10-10,19.45,,
2001-10-11,19.95,,
2001-10-12,19.95,,
2001-10-15,19.69,,
2001-10-16,19.75,,
2001-10-17,19.01,,
2001-10-18,18.66,,
2001-10-19,18.74,,
2001-10-22,19.09,,
2001-10-23,18.7,,
2001-10-24,18.67,,
2001-10-25,18.8,,
2001-10-26,18.54,,
2001-10-29,17.93,,
2001-10-30,17.45,,
2001-10-31,17.43,,
2001-11-01,17.93,,
2001-11-02,18.08,,
2001-11-05,17.93,,
2001-11-06,18.19,,
2001-11-07,18.85,,
2001-11-08,18.82,,
2001-11-09,18.69,,
2001-11-12,18.67,,
2001-11-13,18.67,,
2001-11-14,18.75,,
2001-11-15,18.63,,
2001-11-16,18.59,,
2001-11-19,18.58,,
2001-11-20,18.44,,
2001-11-21,18.32,,
2001-11-23,18.58,,
2001-11-26,18.45,,
2001-11-27,18.28,,
2001-11-28,18.01,,
2001-11-29,17.97,,
2001-11-30,18.39,,
2001-12-03,18.15,,
2001-12-04,18.44,,
2001-12-05,20.33,,
2001-12-06,20.3,,
2001-12-07,20.58,,
2001-12-10,20.61,,
2001-12-11,20.77,,
2001-12-12,21.09,,
2001-12-13,20.83,,
2001-12-14,20.99,,
2001-12-17,21.1,,
2001-12-18,21.73,,
2001-12-19,21.56,,
2001-12-20,21.19,,
2001-12-21,20.99,,
2001-12-24,21.21,,
2001-12-26,21.49,,
2001-12-27,21.75,,
2001-12-28,21.73,,
2001-12-31,21.53,,
2002-01-02,21.53,,
2002-01-03,21.56,,
2002-01-04,22.15,,
2002-01-07,22.19,,
2002-01-08,22.23,,
2002-01-09,22.43,,
2002-01-10,22.42,,
2002-01-11,22.06,,
2002-01-14,21.94,,
2002-01-15,21.96,,
2002-01-16,21.39,,
2002-01-17,22.14,,
2002-01-18,22.14,,
2002-01-22,22.3,,
2002-01-23,22.5,,
2002-01-24,22.93,,
2002-01-25,23.59,,
2002-01-28,23.63,,
2002-01-29,23.4,,
2002-01-30,23.4,,
2002-01-31,23.51,,
2002-02-01,23.5,,
2002-02-04,23.61,,
2002-02-05,22.95,,
2002-02-06,22.84,,
2002-02-07,22.41,,
2002-02-08,22.43,,
2002-02-11,22.7,,
2002-02-12,22.82,,
2002-02-13,22.86,,
2002-02-14,22.76,,
2002-02-15,22.94,,
2002-02-19,23.06,,
2002-02-20,22.93,,
2002-02-21,23.27,,
2002-02-22,23.14,,
2002-02-25,23.82,,
2002-02-26,25.13,,
2002-02-27,24.76,,
2002-02-28,24.67,,
2002-03-01,24.74,,
2002-03-04,25.46,,
2002-03-05,24.72,,
2002-03-06,25.31,,
2002-03-07,24.91,,
2002-03-08,24.82,,
2002-03-11,24.8,,
2002-03-12,25.24,,
2002-03-13,25.12,,
2002-03-14,24.2,,
2002-03-15,24.21,,
2002-03-18,24.32,,
2002-03-19,24.17,,
2002-03-20,23.27,,
2002-03-21,22.58,,
2002-03-22,23.37,,
2002-03-25,23.02,,
2002-03-26,23.92,,
2002-03-27,23.99,,
2002-03-28,24.12,,
2002-04-01,23.97,,
2002-04-02,23.34,,
2002-04-03,23.2,,
2002-04-04,23.08,,
2002-04-05,23.3,,
2002-04-08,23.97,,
2002-04-09,24.48,,
2002-04-10,24.88,,
2002-04-11,24.94,,
2002-04-12,25.15,,
2002-04-15,25.04,,
2002-04-16,25.33,,
2002-04-17,25.12,,
2002-04-18,24.5,,
2002-04-19,24.33,,
2002-04-22,24.35,,
2002-04-23,24.71,,
2002-04-24,24.82,,
2002-04-25,24.57,,
2002-04-26,24.6,,
2002-04-29,24.25,,
2002-04-30,24.69,,
2002-05-01,24.87,,
2002-05-02,25.39,,
2002-05-03,25.55,,
2002-05-06,25.22,,
2002-05-07,25.46,,
2002-05-08,25.31,,
2002-05-09,23.85,,
2002-05-10,23.65,,
2002-05-13,23.59,,
2002-05-14,23.74,,
2002-05-15,23.62,,
2002-05-16,23.26,,
2002-05-17,23.73,,
2002-05-20,23.71,,
2002-05-21,23.38,,
2002-05-22,23.55,,
2002-05-23,23.83,,
2002-05-24,23.68,,
2002-05-28,23.71,,
2002-05-29,23.44,,
2002-05-30,23.22,,
2002-05-31,23.43,,
2002-06-03,22.78,,
2002-06-04,22.5,,
2002-06-05,22.93,,
2002-06-06,22.5,,
2002-06-07,23.12,,
2002-06-10,23.16,,
2002-06-11,23.12,,
2002-06-12,22.92,,
2002-06-13,22.57,,
2002-06-14,22.83,,
2002-06-17,23.35,,
2002-06-18,23.27,,
2002-06-19,23.3,,
2002-06-20,23.9,,
2002-06-21,23.59,,
2002-06-24,23.55,,
2002-06-25,23.38,,
2002-06-26,23.55,,
2002-06-27,23.62,,
2002-06-28,23.82,,
2002-07-01,23.58,,
2002-07-02,23.17,,
2002-07-03,22.97,,
2002-07-05,23.47,,
2002-07-08,23.71,,
2002-07-09,23.4,,
2002-07-10,23.19,,
2002-07-11,22.51,,
2002-07-12,21.47,,
2002-07-15,21.58,,
2002-07-16,19.64,,
2002-07-17,19.53,,
2002-07-18,19.46,,
2002-07-19,18.54,,
2002-07-22,18.46,,
2002-07-23,19.19,,
2002-07-24,20.13,,
2002-07-25,20.32,,
2002-07-26,20.3,,
2002-07-29,21.16,,
2002-07-30,20.91,,
2002-07-31,21.27,,
2002-08-01,20.46,,
2002-08-02,19.82,,
2002-08-05,19.38,,
2002-08-06,20.37,,
2002-08-07,20.44,,
2002-08-08,21.18,,
2002-08-09,21.12,,
2002-08-12,20.78,,
2002-08-13,20.44,,
2002-08-14,21.0,,
2002-08-15,21.48,,
2002-08-16,20.94,,
2002-08-19,21.19,,
2002-08-20,20.98,,
2002-08-21,20.92,,
2002-08-22,21.86,,
2002-08-23,21.41,,
2002-08-26,21.69,,
2002-08-27,21.45,,
2002-08-28,21.31,,
2002-08-29,20.95,,
2002-08-30,21.23,,
2002-09-03,20.39,,
2002-09-04,20.72,,
2002-09-05,20.63,,
2002-09-06,20.81,,
2002-09-09,20.97,,
2002-09-10,21.15,,
2002-09-11,21.37,,
2002-09-12,20.98,,
2002-09-13,21.12,,
2002-09-16,21.49,,
2002-09-17,21.39,,
2002-09-18,21.36,,
2002-09-19,17.95,,
2002-09-20,18.33,,
2002-09-23,17.93,,
2002-09-24,17.65,,
2002-09-25,17.0,,
2002-09-26,17.49,,
2002-09-27,17.05,,
2002-09-30,17.18,,
2002-10-01,17.84,,
2002-10-02,17.56,,
2002-10-03,17.4,,
2002-10-04,16.92,,
2002-10-07,16.47,,
2002-10-08,16.78,,
2002-10-09,15.55,,
2002-10-10,15.54,,
2002-10-11,16.4,,
2002-10-14,16.33,,
2002-10-15,17.21,,
2002-10-16,16.7,,
2002-10-17,17.84,,
2002-10-18,17.79,,
2002-10-21,18.15,,
2002-10-22,17.57,,
2002-10-23,17.62,,
2002-10-24,17.43,,
2002-10-25,17.64,,
2002-10-28,16.92,,
2002-10-29,17.49,,
2002-10-30,17.95,,
2002-10-31,18.07,,
2002-11-01,18.39,,
2002-11-04,18.5,,
2002-11-05,19.17,,
2002-11-06,19.75,,
2002-11-07,18.96,,
2002-11-08,18.81,,
2002-11-11,18.33,,
